,0
5741,    i v said before  kid differ capabilities not everyon get scholarship maintain scholarship educ assistance 
5742,question  there 
5743,wow
5744,  
5745,suffic need child and yes  there  parent that  think solo parent good job enough salari support famili pay expenses 
5746,kid day care i child born ar crazy 
5747,hahahhah an idiot like madumb
5748,togeth rise   
5749,easy  think solo parent ask help if scholarship program suffici such  problem here  right yes  scholarship program school expens school expenses  
5750,amboba ate ghorl you are y apologist think tweet who look like boba   hahaha
5751,it ar sure there 
5752,lol sorri ha i m reli government i pay lot i afford comfort life cas like me what i m fight work hard life difficult 
5753,diplomas  eh study ther scholarship program sure them it can t yr old diploma need reviv gov t c mon 
5754,pra arer
5755,consist talaga eh
5756,one largest polit group hous repres offici endors presidenti candid ferdinand  bongbong  marco jr 
5757,cowardli debate i vote unless show debat smni 
5758,solid bbm sara uniteam
5759,
5760,eh want without diploma  live gov t life th daycar program one great program singl parent work with  educ child  diploma ok 
5761,preparatori school day care center pap says day care center econom conveni sing parent normal family y leav child go work go work over 
5762,pleas make nation great mr presid
5763,hahaha  eh done studi work support his her singl parent that  govt what forev support govt 
5764,everi solo parent capabl provid famili own  think ask help government if so  first place  speak up think 
5765,ba hahahah r govern    sign child you that becaus sorry y can t think child 
5766,parent work and i m sure help ask govs  mani scholarship programs what want  give daili help 
5767,
5768,    think jh sh student without diploma get good job in countri get id  also need id how els student without diploma get good job 
5769,anoth stupid they alreadi lose common sense aguruuuuyyyi
5770,think jh sh colleg student capabl work studying human differ capabl differ needs 
5771,read here 
5772,old children  call adults they survive  feed themselves  protect themselves  even find job and need help coz you  work 
5773,read here 
5774,brainless
5775,pleas take care pap pull hurt tear still hurt get hurt
5776,record 
5777,thank kid die burn hous parent work
5778,tax bigger here  demand like you 
5779,done realli
5780,pineapple  mani want bone  like brain  want reli government  crazy 
5781,daycar singl parent work parent small kid noth leav child go work  know child safe so mani rape children pina coz left parent gone
5782,haha bu bus  apari jolo  say mani umaten un na ba total voter haha
5783,stupid if kid colleg consid adult whi reli gov t don t look job even child work student do know noth program abroad 
5784,right  artist date toni  
5785,naku eto na  hahaha    kumampwet    watch interview date bir henar lest clear    you v reach tomorrow  
5786,asan bodi guards 
5787,leni robredo must condemn form assault made
5788,hayyss    friend abl     way go   notic show pictur video caravan go venu one meet   they went venu hakot       
5789,leni robredo presid kiko pangilinan vice president 
5790,basa
5791,apparently  leni also look answer abort imagin alreadi met sever victims doubl standard tea    
5792,that  filipino  truli love marcos even blame other
5793,
5794,look like load 
5795,lol not all what now evid
5796,ur uniteam doesnt cancel cultur amp neg u resort kind campaign   show humili ur fam
5797,okay daycar feed program singl parent leav children come work how seriou tweet say say speak own 
5798,tsaka pa lang thinking what say leni  stanc abort di ba sbi nya think first ask consultations what now 
5799,really  right paid mostli jan  clarity  remulla give cash  bbm still speak people it  realli differ volunteer 
5800,
5801,
5802,nice
5803,godbless presid love you 
5804,god work    
5805,god work    bbm sara
5806,nabadtrip pa still never peek leni twitter tbh
5807,di nya alam un word work student
5808,imelda program frm womb tomb becaus accustom statues 
5809,pariba rd world countri brain
5810,colleg degre pay tax
5811,get hurt see someth like this  see bbm  face tire hurt yet 
5812,done na po knowingli pay peopl
5813,read  presidenti candid bongbong marco gain support nation uniti party  one biggest polit parti country 
5814,read  presidenti candid bongbong marco gain support nation uniti party  one biggest polit parti country 
5815,hahahaha dear skull brain 
5816,pleas tell sandro care alway take care that 
5817,person knowledg right you seen
5818,pop
5819,diba awa piti me  senior nadin sya    grabe 
5820,love pop
5821,hahaha feel jerjer  pregnant  give birth
5822,pop pleas tell sandro pleas see chat instagram
5823,grabe nmn yan bat still need pull enough front haysss
5824,proud bbm care
5825,also common sens
5826,philippin presid desert countri marcos ran away love one money jewelry not take voter
5827,khit els ruin still say ralli fake much mani peopl come people  that still bbm strongest cannot overwhelm
5828,hahaha
5829,bit thick face pede cguro stay dun
5830,find first daycar hey hahaha
5831,drop like hot potato  it look like lacson agre fuse w her mayb ye vp pass test question ping gave debate join
5832,son of thos know world these that  right
5833,
5834,come me let know send
5835,fear if sin  afraid do think deal guy    
5836,hater gonna hate khit came bbm  mouth  kht nice  make issu    it true inherit mother
5837,breaking  reform parti  rp  formal endors presidenti front runn mayor elections th merg done simpl ceremoni bbm hq mandaluyong citi wednesday  
5838,senat bong go confirm presid rodrigo dutert met presidenti aspir ferdinand bongbong marco jr prior pdp laban cusi wing  announc endors latter presidenti bid story 
5839,solid bbmsara
5840,strength uniti      call filipinos  let us unit name lve god lve 
5841,rise again from marco still  
5842,bitter
5843,misunderstand dto e cri nyo nalang yan   
5844,good you r like hay that  kid need look especi parent working what want h take oblig peopl
5845,pleas sir real vp take care peopl realli want hurt bbm support spi oppon want hurt guy like that eh 
5846,say ship someon eh
5847,oh god
5848,breaking  reform parti  rp  formal endors presidenti front runn mayor elections th merg done simpl ceremoni bbm hq mandaluyong citi wednesday   bbm media team
5849,ask uncl sam 
5850,
5851,easi find money highschool spend time deliveri boy  colleg servic crew variou fastfood even though allow parent tuition  salari part time pangdat hahahahahaha
5852,marco sr control army  police  media  everything whi run away philippines no philippin presid ran away country  marcos  why 
5853,kyo number
5854,that  good argument po sinc volunt brgi worker guard they train safeti uncertain well  that  gov local gov step in they idea  execution 
5855,mayb bbm  insult come  s mouth sinc monday  nup endors  he lost razon hit 
5856,pop even though we r event love
5857,bobo that  mema
5858,
5859,wohhoooo    
5860,
5861,
5862,aba seem defeat cavit
5863,
5864,let  tri sir  send it it would nice name place 
5865,hope see person presid bongbong marco
5866,serious know understand daycare ar okay 
5867,stupid
5868,would way today  kadiri
5869,mayb give freedom choos panel code krazy 
5870,ay ser hwag nyo ho hope govern life work don t 
5871,right twitter  disgrac lake ar still victim post posts 
5872,submit question rank everyday tax payer    
5873,love pop bongbong marco bbm sara
5874,search also time it tweet know purpos program your comprehens daycar center th govern decor becom solo parents 
5875,bobo amputa ar put brain daycar nursery that brain you mood 
5876,noth wrong proposal fyi done foreign country how solo parent get job one care children what think solution i solo parent home wait government 
5877,version these  post mean real
5878,cont      benefit rel close friend day care center hold brgy i food given children right nutrition or rel bow nutrit full 
5879,real peopl dto photoshop
5880,government   dswd  problem child day care center correct ther also corruption  rememb intens corrupt proof assist pandemya 
5881,bobong junior secretari gener party also  member alreadi endors vp leni own 
5882,standard achiev educ background why  sandro donni runs whi appli presidenti candidate th kid fine  hope dad too diploma credenti reveal po
5883,bbm sara
5884,pictur feathers it feel like amidst harsh pandem struggles  philippin still stood proudly 
5885,diba see pops  reaction face realli hurt    spill water too  made
5886,realli sweet live forb park oversea bank account countless stupid fan hungri here pop pa more 
5887,
5888,yuhooooooooooo panalo na    
5889,
5890,cry cri
5891,love pop    
5892,bbm  program clearer immedi know need mother  pretentious 
5893,everyon supporting endors uniteam that mean listen cri people 
5894,like niu love fake news
5895,ftw 
5896,look like mother answer alway answer answer can t understand understand oh float like script  leni  know niyu like ilonga narin ako  tehhhhhhspeak want make it 
5897,presid vice presid
5898,what  wrong said day care center feed program   
5899,demon hypocrisi aquino lp make marcos rise again chang color make difference  yellow pink polit danger country no one stop two next leader philippines prdt 
5900,okay sex you but alway remember  room hardwork person 
5901,senat christoph bong go confirm meet presid rodrigo dutert presidenti aspir ferdinand bongbong marco jr day pdp laban cusi wing announc endors marcos  candidaci elect
5902,ate lot sarcasm breakfast
5903,bbmbbmbbm   
5904,comment haha
5905,bbmbbmbbm   
5906,wait repli kapampinks  say crowd  pay  b indeni laugh stock 
5907,attend smni presidenti debat part  easi question 
5908,scene parlor
5909,kmusta nmn po hand mo do care sir sit malacanang ear    
5910,
5911,
5912,go go  bbm man th finish line near 
5913,finish na
5914,kuya simon marco bohol thank come god
5915,bbmbbmbbm    
5916,absent babi mo mo mo mo mo
5917,replac good president atty liza recogn see kind are marco still now 
5918,color change 
5919,lang sakalam 
5920,bbmbbmbbm    
5921,
5922,human pile don t picky don t worri caravan don t run water relax lang po 
5923,know    hahahaha
5924,godbless
5925,lang sakalam 
5926,presid
5927,fond cancel cultur mass reports 
5928,say fool like you bwahahha
5929,mauv stinger jellyfish   chang color yellow pink   brain  heart    alway float lenlen seem
5930,sweet quezon  food met us yesterday thank you  lucena love trust uniteam togeth get again 
5931,realli need idiot board 
5932,
5933,wawww  congrat bohol
5934,sleep too it  bad watch 
5935,
5936,sincer eye tho
5937,good day in make sentence  first letter noun pantargi  any  written capit letters th word  first  sentenc belong two mayb float 
5938,go uniti philippines let  united 
5939,dutert gave advic presid meet bongbong marco bong go
5940,hahahahaha pikon talo 
5941,
5942,may won it  cool president bbmsara uniteam win 
5943,
5944,
5945,common sens missing   yr age  work  eat protect himself th focu newli born minor singl parent help care children want work bugok 
5946,
5947,
5948,
5949,
5950,
5951,
5952,
5953,mebongbong marco sara dutert best candid presid vice presid
5954,
5955,
5956,hahaha estat e juiceko  nice law heir  money pay
5957,st
5958,nup join party 
5959,think whahahaha bkt ng one lng ba ang cp hahaha hoy brain
5960,
5961,senat bong go confirm presid rodrigo dutert presidenti aspir ferdinand marco jr  met 
5962,velasco  call upon parti member join hand former senat marco bring countri peopl continu prosper progress
5963,meron bang for sale     
5964,velasco  bbm  call uniti basic strategi econom recovery  amidst continu covid pandem global uncertainties  consistent  support nup  primari vision one nation  one futur enshrin partyconstitut
5965,fun mani endors  extrem helpful 
5966,parti ni ping lacson po   
5967,velasco  wish announc nation uniti parti  nup  decid endors presidenti bid former senat
5968,i m done school singl mother i ther dosown singl mothers  courag take care them do reli government 
5969,nation uniti parti back presidenti bid former senat say nup deputi secretari gener spokesmanreggi velasco
5970,leni parti reform  bbm reform party oh  ha pr vs rp 
5971,seen pursuut happi smith  realiz sound suggestion so think  blue kabobohang suggestion or bbm realli watch work polici abroad narrow shallow mind wont realli understand lol
5972,can t becom singl parent bat enter situation what govern get find someon els lazi peopl reli government work hard
5973,
5974,realli ask that what kind thought have madumb  realli supporters  he  stupid 
5975,fyi  work set japan mi friend sg base would want kind set too  work parents  much valuabl work solo parents what program want  help everi month palaasa don t foster dependency 
5976,read  atty victor rodriguez  spokesman presidenti aspir confirm meet presid dutert former senat
5977,let  see tomorrow 
5978,understand debt pina understand owe
5979,nation uniti parti  nup   one largest polit parti country  endors presidenti bid former sen ferdinand  bongbong  marco jr 
5980,answer want hear 
5981,bkt pay debt poison
5982,smart i m bored  win may
5983,day care child care minor right use child care services sham yr old son put daycare well  common sens realli common lols 
5984,nation uniti party  one biggest polit parti country  endors presidenti bid former senat ferdinand marco jr        
5985,call us name make us hate leni
5986,i m good polit know right color know haha modern world stand shunga pdin yang brain have 
5987,pleas care pull sir  s hand hold without hurt pull pleas pour water good manner pleas even respect bbm also tire
5988,willing hold on 
5989,go back school haha stupid
5990,gaaaaas you mama      susm      
5991,face leni e
5992, don t miss it   imelda marco rare join campaign ralli    
5993,
5994,fast typer  nice
5995,divers daw sya th nerv no h also invit alpha negativity 
5996,sure win na   may ask  philippin flag leni  rally curi lang 
5997,proud sir 
5998,surprise     itself  live teen ag life tge uk saw system effect year ago used pina left behind long time rc  interfer come famili matter influenc lawmakers 
5999,find trash
6000,uniti disciplin
6001,call question answer diba uncultur son bitch
6002,pres fmj
6003,clan good wher take face  deceiv filipino     may document think reach court      thickness 
6004,friend bought fool
6005,pano mo know 
6006,fvck heartthrob that  whatev happen tast
6007,k
6008,happi birthday po mr jake zyru
6009,thought good research eme nyu lng pala yun
6010,promise  sandro  marco jr and mathew lol 
6011,happi birthday god bless
6012,lol eh i m run repres iloco norte funny  focus idol pride ilokano non  intellig ilokano hahaha
6013,whole life home burden home contribut world shut
6014,heartrob
6015,smart experienc bongbong marco without ill gotten wealth martial law atrocities better hey  we r flex father  achievements we r flex futur achievements th continu everyth dutert admin doing 
6016,true weh no way 
6017,sad life buy friend
6018,found zandro  guid lord god
6019,answer question 
6020,jobless padr de family how inspiring 
6021,hour i m awak
6022,brain empti
6023,look
6024,then 
6025,guard crazi
6026,thief  thief  thief
6027,awesom judg guess finish high school either colleg
6028,happi birthday
6029,proof yawan na wealth h want studi there 
6030,homo daw yung gay eh yung gay tagalog gay proud gay canal last year bbm  word gay say homo hahahah boang boang
6031,happi birthday sandro     god bless    
6032,face reveal troll
6033,happi birthday sandro wish best polit career good health  may good lord alway famili     happi happi birthday
6034,fad
6035,face reveal ka rin too 
6036,i m appreci thief hahahaha yuck
6037,robbed  us al philippines  whole filipino citizen do ur research 
6038,hala mani time i v debut tiktok  almost socm platform actual
6039,lol public post  right edi right comment miss brain 
6040,want garbag pic
6041,pag envi pikit
6042,len len  garbag spread clutter don t know mom mink know clean garbag nohhh   
6043,good looking h may look handsom others  me 
6044,respect piner ha 
6045,us
6046,sanayan kskapink see lol 
6047,last woman stand put hurt lot art
6048,way around nev heard bongbong marcos  campaign destroy somebody think think think 
6049,happi birthday sandro affect basher hahaha
6050,clown ka tehh 
6051,alway absent  then go wedding then vote it wast treat you 
6052,kalokang live survey yern th  bbm woooohh  ganern spirit 
6053,sue say thief charg    evid nohhh h
6054,bongbong marcos  como conhecido  concorr com sara dutert vp  filha actual presid rodrigo duterte  governadora de davao  mindanao a actual vp e delfim de rodi duterte  leni robredo  na inten de voto  com    concorrendo praticament sozinha     photo 
6055,get lost wag kng kng ksp
6056,manuod ka news
6057,byd e
6058,
6059,respect b mgulang
6060,troll
6061,said jealous and plus  put posit anyon comment  long hurt want
6062,pg envi pikit scroll dont comment
6063,true i heard do hahahaha
6064,yown convict anyway  still problem ar afraid win convict prove wrong you abl help togeth longer piti
6065,happi birthday sir sandro
6066,happi b day sandro gapogian come    
6067,wow luggag issu last year just  so issu issu yearsssss ago  still can t get on hahahahaa
6068,way
6069,happi birthday congressman iloco
6070,advanc topic even format yonfeed filipino peopl mind conditioningand lies reach standard debat first job hold  fact just prepar smni pop   
6071,hppi brthday sandro
6072,
6073,lord die santa cori without case robberi    ate son std queen    wear former first ladi im    lol
6074,brain air lng nmn flesh
6075,robbed  mayb mother  in  law involv drugs  i still slipper slipper boy move individu e
6076,happi birthday sandro    
6077,jusko  babi m what heartthrob rob kinaya 
6078,let  live presenc involv anomali drugs mak trend
6079,heartthrob or robber 
6080,hahahhaha just leav realli know appreci opponent i see no wonder kby
6081,lie trendlist boy remulla overwhelmed thi way is th ghost bongbong marco dasmaria cavite ctto
6082,know sandro way even look it no matter
6083,point too nic nmn 
6084,hbd sandro
6085,jowa hehehe so me  vinni pa riiiinnnnnnn     hehehehe 
6086,whole philippines lik how many al you hahahaahahha
6087,ohh also admit famous  can t ego that sandro popular  tiktok  joshua
6088,marco jr and sandro  tol 
6089,true  height rank london univers new york univers
6090,happi bday sand
6091,know that hid wallets 
6092,happi birthday sandro
6093,compound start bulacan today  via val gonzal
6094,contribut societi insult destruct peopl know noth say better keep quiet ggs 
6095,good cop  bad cop isko parti action democrat goe full frontal attack bongbong marco candid seem  softballing  ad write bir ask demand marco pay estat tax liabil amount p        b
6096,cathol church endors activ campaign leni robredo accus bongbong marco sorts in case leni robredo would win elect would unconstitut proclaim sinc violat sec   art ii constitution 
6097,sandro presid philippin grandchildren ayeeehappi birthday sandro
6098,agre steal si blemlong    
6099,happi birthday sandro stay healthy  happi handsom cours good luck plan dream life love love marco dutert famili
6100,zombi prostitutes read placards jusko  handsome  ugli look like you sandro panget na panget 
6101,job  provid job almost million people stupid  me  thief lie
6102,anoth follow reveal 
6103,hello po wrote law stolen rot
6104,jail stole        haissttt
6105,could luster actual refer what  go camp 
6106,e ral platform sdc use still particip debate 
6107,
6108,right that  president w think well noth changeand vice pre final answer 
6109,defin heartthrob     old dead in day  heartthrob liter make heart throb  rais eyebrow highest level 
6110,pogi pa si jake zyru dyan hahaha
6111,bbm look good pink
6112,tahuho mga loser hahahha   
6113,ye
6114,ye bbm sara landslid ksa
6115,babi becam victim massacare 
6116,bbm sara ksa
6117,bbm sara landslid ksa
6118,ye bbm brilliant man need u real vp bbm futur presid ksa sorsogon
6119,aboutatroc moro marco regime 
6120,ye bbm sara ksa
6121,become 
6122,mayb parent thief eh  you look like taught right  
6123,
6124,recheck vp survey last    
6125,i ll get back this 
6126,inspir      really    al right  inspir sandro marcos what impact life 
6127,pag nasagi  mahapdi 
6128,kakapit juskooooo
6129,human right victim won so compens per ra
6130,true himself 
6131,eeww pogi pa si chariz jan jak zyru
6132,hawaii  tap ruling wlang unlawed but i ll get back rest 
6133,ask google  sandro
6134,first eras screenshot good luck you 
6135,ayan ate  na tag ko na at least evidence 
6136,okay maassalama 
6137,dh nga know  hbd pa 
6138,isko presidenti candidates y wast time money bbm sure winner philippin presidenti election 
6139,become a decor money stolen town 
6140,look naman 
6141,
6142,sheeet clutter longer embarrass hahahah kadiri 
6143,
6144,nah byadtu na     yan na ein limit cin  comprehension  mu    
6145,articles  subject heresay  weak evidence  intern make worse what court case g refer sc rule mark statements bismillah 
6146,
6147,
6148,like take california that  damn state  versu citi within state  san fran  la  san diego     etc  ide
6149, t place still choos recount 
6150,tawi tawi peopl moro what  confus that mayb say saudi moro call muslim mindanao matter are map tawi tawi  sulu  maguindanao  etc 
6151,well comment section lot rude  ah ar educated even birthday greet miss 
6152,elect day basilan  there stolen piko machines when see isabela rest we r inc group complain vote count na  unu 
6153,confus moro tawi tawi attack person due limit tausug vocabulary  
6154,time still lost and point high 
6155,unu ein  truth  mu unu ein  verified  spruce mu 
6156,oops  go tl mo e    pay attent stop cape comment   and yes  popular guy  tiktok heartthrob  ew copi past
6157,alreadi answer  awake  say rep yarn that  politician 
6158,truli read verifi sourc marcos dismiss everyth propaganda yellow bs  see truth 
6159,edi pass real stupid bat kapa comment notic now a much go viral tiktok
6160,answer question yet what  awake  mean back height vote  don t check that so encourag seek truth own don t attack immedi due language 
6161,still deni truth seeker former anti final  awaken  due care research deni mob mental other western influenc toxic culture nah    
6162,seem like can t accept rate away     higher
6163,done stick topic naman it  mess talk to 
6164,hahahaha eh eh
6165,yes  thing call elect still may
6166,god bless
6167,cri boi
6168,democraci works 
6169,last especi boss stronger  bka denial ka also ka kase survey sourc area beat candidates again  can t avoid voic mani few  that     
6170,kadiri
6171,congressman that whi know dh pesteng yawa  bobo also one know statu dh abroad  expect that 
6172,notic hehheh hehheh hehheh hehheh hehheh
6173,intellig person afraid ask question rather pretend know everythingnaol perfect
6174,bongbong marco told one news never seen gold it  differ tune record obaint show told inquir  onli know  the gold  get it  amp in told court trade gold sourc wealth 
6175,
6176,encount confid stupid nooooiiice thank experi
6177,happi birthday sandro
6178,sandro alway
6179,happi birthday
6180,happi birthday cong sandro god bless
6181,hahaha rwar    ay tigr pala un    
6182,ofc face debat want fb live debate  even vote cowardli fear debat
6183,robber
6184,ba bhe support nmn
6185,
6186,hahaha one bulli
6187,happi birthday  sandro  pray success whatev wish especi polit career may continu follow dreams pleas ignor neg comments  know enviou success they sandro marco
6188,alamano    ananalika      let  unit steal
6189,inspir steal
6190,haha inspir inspir     unless inspir steal right di nga nga 
6191,even notic wast time e peopl can t sleep everi time sorti si snorti    uniti      alamano tyo jan
6192,hahaha who  hakot ung nak dumptruck then seem like alway area energi alway     lack blanket sleep cancel now la na man 
6193,mother mother wise decept fals gonggong mother smarter sandro mother satan eh hahahha mother mother andyou look think hungri hungri
6194,hahaha uniti uniti     ping platform un     it  e uniti     it a e alamano nalang    
6195,use process elimin choos best possibl mean dh list mean found on biggest export pina manpow yet  true words   ah  i m nagets  y need diploma know mean dh 
6196,pepper beshiewap
6197,congratul tiktok debut
6198,hahahahahahahahahahathi kind repli noth poop    are nuts or simpli ignorant ad hominem     stupid finest    walk walk talk walk
6199,pretti famou kana pala
6200,stupid
6201,hahahahahahahahayeah  that  bthe best do do tiktok   tokatok may kotok   
6202,happi birthday son
6203,
6204,happi birthday dear dad answer lechon maybe  let  get married 
6205,happi birthday sandro
6206,nka top fan badg tp i v watch that  i m defend mani echo si tp sandro question
6207,happi birthday babe
6208,
6209,need googl possibl mean acronym dh  base context use statement hello  i m tp the dh dh futur unicorn  use data handl mean statement 
6210,dasurv
6211,sandro  young potential pleas dont make mistak dad granddad did b honest dealings b brave kind others correct mistak famili   
6212,say here 
6213,histori never distort        rewrit it  there  evid receipt past       enrile  bear time  wash hand sin yourphilippin     
6214,shet laptrip laugh lmaoooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo ahahahahhahahaahhaahhahahahahahhahah lollllll xd xd rofl
6215,buy mayors  hold heart mind peopl hate you 
6216,oh lie  care comment 
6217,bless see anoth year
6218,son elitist far masses 
6219,oh hold catch hungri eh
6220,hey nabudol daw kayo 
6221,success father  ferdinand marcos  also success son  bongbong marcos  but father  sin sin child hmm i bongbong  expertis dishwashing possible th jingl dazz  dishwash past  bongga ka dazz  
6222,outreach program sandro marco birthday    trisikad driversfrom lapuz  lapaz  jaro madurriao iloilo citi ps  voluntari initiative  thank you  keziah angelin gonzaga
6223,inspir all what inspirations peopl enjoy loot who hell would inspired pwe 
6224,know bong  imee  iren marco say niu unha
6225,ahahahahahaahaha
6226,mayi degre lack brain  yuckk you lawyer brain
6227,eww damn ah
6228,gone     scienc dose lie if win wit nationwid peopl power 
6229,look like beauti queen pic her smile smile and even chinita eye bright mayb long hair bit wavi combo black brown littl red th shape head beautiful  crown delicious 
6230,gaga  net nga dimo alam i copi done it go back colleg go colleg mayb idol drop out 
6231,happi birthday sir
6232,jerk becaus mother low iq
6233,bay owed  unpaid bongbong marcos  want installed 
6234,amount money ego is  steal
6235,bongbong marco cigarette check philippin se asia historian joseph scalice  video 
6236,thank ren comment
6237,releas candid first 
6238,yung mama nyu nga daughter girl stupid
6239,qhuolilaht bah  
6240,funni
6241,oppsss andami dh  abbrevi may domest helper know    
6242,happi birthday sandz
6243,tell mom mung magbang magoa drug test 
6244,oh realli   her mother araneta studi son how dare    
6245,assur    no room room oppositions 
6246,congressman yet
6247,one still pink shirt cap  bbm look like pink rally  realli different candid
6248,sa true lngs 
6249,oppsss andami dh  abbrevi mayb domest helper know    
6250,asan proof mo
6251,
6252,yung dmo
6253,challeng debat true face reveal first look stupid
6254,happi birthday curi question jake zyrus  knila like 
6255,myghaddd andam dh abbrevi
6256,yeah sigh    
6257,well attend leni  rallies  also want recount 
6258,us redeem      
6259,physic appear basehan   then go kidnap also child leni victim ha   
6260,contribute 
6261,happi birthday jake zyru
6262,ask ratio care
6263,look differ hahahahaha
6264,far iknow billion view tiktok
6265,true face reveal first tag
6266,yet cong it sandro did what doing what mother done float yrs which tenure 
6267,respond still survey
6268,tri hard realli kapampet miss
6269,watch whole video befor comment hahahahahaha
6270,domest helper dh abbrevi know     
6271,yup c joshua tri hard
6272,heard sandbox congressman yet done done
6273,happi birthday
6274,stupid realli dba dba dba nya flex bday son contribut shut hell
6275,whoever read right now aft all  make  credibl source   though really  believ tiktok vid watch presidenti candidates  especi vp leni amp bongbong marcos 
6276,ssshh dpa buhsi time feel much friend st kumampuk
6277,
6278,you  billion view ba naman
6279,super agree oth level sandro  intellectual y submit interviews  much answer mani know right away even st time fight cpngressman 
6280,hello asan po drug test mama len  j a
6281,look like cockroach
6282,utot pink tanga ka
6283,lenlen  bobo bobo sick
6284,happi birthday sandro god bless you 
6285,bobo mo putaka
6286,iloco dka voter keep quiet contribut
6287,
6288,sandro marco child politics  seem line presid futur     super smart  super talent young marcos 
6289,critic sandro base physic appearance i basis tsk fac reveal mona hahahahaha
6290,brain empti
6291,
6292,ask us snack snack
6293,atleast brain brain empti
6294,kelan pi 
6295,opinion count
6296,
6297,must search background learn stupid fool
6298,background them hmmm famili thieves famili singing that  background
6299,haha inspiring tambay tambay tiktok tiktok fake news fake news   it  inspiring hop mom studi studi case look like learn
6300,hala ok  talented cg lemm ask nga kng intellig ka sam question bbm told prof carlo    quad secur alliance  u go make philippin member quad whi not 
6301,hundung kaw w good time vote iban
6302,wrong wet layer bbm  calabarzon  mimaropa bicol un if senat chiz right  vp leni still
6303,nice  go not so clos fight nowaday    definatli win major brmm south west insha allah 
6304,lack lesson back grade
6305,hahaha blengblong
6306,so what grade level do i smell ad hominem attack ah
6307,posit nothing so inspir    be hangov like that wow inspir
6308,look stupid obstruct notif i ll block even talk grade grade
6309,
6310,haha jeje pink
6311,big big cheat     mother     atti calida real vice bongbong marco   
6312,true well children  granddaughter  granddaught
6313,bulacan unit bulacan  bbm coming go want to  you 
6314,dear presid bbm pleas beat    win whole filipino  agre porridge  abl to  fri fish   
6315,   
6316,haberdey mahal dh
6317,bbm  vlog to i look
6318,ako jejemon did see way rebuttals omg hahahaha
6319,ibagam man kaniak sadinno na nga agsar barita ilocano  kilian laeng ti ammo na na na kabatasas  you  
6320,win fight  agre deceiv    vote     win   charr 
6321,ang jejemom mo promis
6322,where  executori decis suprem court they r guilty th final verdict us suprem court decis guilty  think guilti let  get rid pango hope exil dba 
6323,think know right away dna nga gingmit yang dh  ofw twag us you notic brain brain  malki dprnxia like mum  survey dad bbm 
6324,educ yern omg mama lenlen  children
6325,uh aquino upset your brain wandering  aber 
6326,stupid  incompar e
6327,vote
6328,aquino trillion budget what marco billion budget if know someth pure fake news know
6329,aur crazi use compar him envi bad 
6330,guiness ta era ni mama mo cori awt
6331,rich ka band  repli worthless way graduat bachelor check background thick face well it bit wast mean milk lip decay 
6332,fool stupid 
6333,drop full context marco stolen also drop aquino done trillion budget marcos  bud billion and ih compar
6334,feel winner did say won i competition y money  two support stupid never been open ur minds  late lol lol
6335,dennis 
6336,ye sleep haha let  talk money talk to pathet feel winner kamampinks 
6337,
6338,drop full context  hard understand side puro benden reasoning  kadiri 
6339,proof omg  go bed please it  late night
6340,context ka manong  bday nya ho
6341,bruh answer faq right side ar realli reading 
6342,happi birthday sandeng   
6343,pag mama mo pink ban
6344,abno ka
6345,nothing   while someth proven recovered ar right clowneri system 
6346,eh
6347,bia realli look like particip ruin
6348,moko start stolenbecaus suprem court say noedi wala cri jan
6349,is  believ rappler legit journal site girl  source  shut okay cut e
6350,inspir because proud because ahh go carbon copi charice  realli funni hope know dh  meaning hbd po  ay  hope also know nyan
6351,
6352,proven court recov proven can be 
6353,sunoo  face yet use thick face
6354,milestone lol
6355,rappler legit journal site clown
6356,ew  red tagging nothing aft all  fool candid support e
6357,wish knew mean dh 
6358,   
6359,sourc marco stolen book research ar sure that  true w
6360,npa npa leni alli imit
6361,dipa rappler si pia  
6362,mani dada kala rob hay
6363,stupid hahaha
6364,tyt  i ll wait
6365,yes  good bye th sourc empir econom data sourc sourc source disgust rebuttals  yuck 
6366,part fm wasnt awar military  movement sinc command offic one keep everyth secret except shoot revolut fm told get rid peopl use lethal forc
6367,mayb one say fake haha
6368,one stolen recov still on go cases hmm  kinda sus 
6369,ahh ganun ba hi di silai bias wait ah
6370,ur research
6371,news say never stolen eh still believ
6372,ill wait tomorrow ha
6373,wag puro hors te call moko debat tayo tayo
6374,rappler legit journal site it base empir econom data deep research understanding ar alright 
6375,want evid    
6376,face reveal first
6377,ampogi sandroo
6378,mayb updat bro also facebook youtub nood ka po tsk
6379,don t they weak tiktok twitter strong
6380,yan pope      complain support     forgot  one command  thou shall steal  amp  thou shall kill      think    
6381,wawa support alway kid everywhere in debate  rally  show up  hold back h reli      still ventur next day him you thought use 
6382,agre convict si imelda y no 
6383,uh really i m ask reliabl source  use word next time please y look stupid 
6384,happi birthday sandro
6385,happi birthday kuya sandro mind basher
6386,trigger kay tiktok oh hahahhahaha
6387,pure horse y even know iloco know can t even answer there how know iloco rise not wher source google 
